Title,Magazine[Language],Magazine[Origin],Magazine[Start date],Magazine[End date],Magazine[Systems],Magazine[Issues]
Pac-Mag,unknown,unknown,12.02.1992,15.10.1995,"AMIGA OCS/ECS, AMIGA AGA","Pac-Mag 1, Pac-Mag 4, Pac-Mag 9, Pac-Mag 10, Pac-Mag 11, Pac-Mag 12, Pac-Mag 13, Pac-Mag 14, Pac-Mag 15, Pac-Mag 16, Pac-Mag 17, Pac-Mag 18, Pac-Mag 19, Pac-Mag 20, Pac-Mag 21, Pac-Mag 22, Pac-Mag 23, Pac-Mag 24, Pac-Mag 25, Pac-Mag 26, Pac-Mag 27, Pac-Mag 28, Pac-Mag 29, Pac-Mag 30, Pac-Mag 31, Pac-Mag 32, Pac-Mag 33, Pac-Mag 34, Pac-Mag 35, Pac-Mag 36, Pac-Mag 37, Pac-Mag 38, Pac-Mag 39, Pac-Mag 40, Pac-Mag 41, Pac-Mag 42"
Pacific General Review,unknown,unknown,16.07.1997,16.07.1997,MS-DOS,Pacific General Review
Pacmag,unknown,unknown,01.03.1992,16.09.1992,AMIGA OCS/ECS,"Pacmag 2, Pacmag 3, Pacmag 5, Pacmag 6, Pacmag 7, Pacmag 8"
Paczka.TNQ,unknown,unknown,16.09.1992,16.09.1992,AMIGA AGA,Paczka.TNQ
Paczka Tynku,unknown,unknown,16.09.1992,16.09.1992,ATARI 8 BIT,"Paczka Tynku #1, Paczka Tynku #2, Paczka Tynku #3, Paczka Tynku #4, Paczka Tynku #5"
Pain 00/00,unknown,unknown,16.09.1992,16.09.1992,WINDOWS,Pain 00/00
Pain 1 (01/94),unknown,unknown,10.01.1994,10.01.1994,MS-DOS,Pain 1 (01/94)
Pain 01/97,unknown,unknown,20.01.1997,20.01.1997,MS-DOS,Pain 01/97
Pain 01/98,unknown,unknown,10.01.1998,10.01.1998,MS-DOS,Pain 01/98
PAiN 02/00,unknown,unknown,19.02.2000,19.02.2000,WINDOWS,PAiN 02/00
Pain 02/94,unknown,unknown,13.02.1994,13.02.1994,MS-DOS,Pain 02/94
Pain 02/98,unknown,unknown,09.02.1998,09.02.1998,MS-DOS,Pain 02/98
Pain 03/94,unknown,unknown,11.03.1994,11.03.1994,MS-DOS,Pain 03/94
Pain 03/96,unknown,unknown,11.03.1996,11.03.1996,MS-DOS,Pain 03/96
Pain 03/97,unknown,unknown,16.03.1997,16.03.1997,MS-DOS,Pain 03/97
Pain 04/94,unknown,unknown,22.04.1994,22.04.1994,MS-DOS,Pain 04/94
Pain 04/96,unknown,unknown,09.04.1996,09.04.1996,MS-DOS,Pain 04/96
Pain 04/97,unknown,unknown,13.04.1997,13.04.1997,MS-DOS,Pain 04/97
Pain 04/98,unknown,unknown,19.04.1998,19.04.1998,MS-DOS,Pain 04/98
PAiN 05/00,unknown,unknown,21.05.2000,21.05.2000,WINDOWS,PAiN 05/00
Pain 05/94,unknown,unknown,19.05.1994,19.05.1994,MS-DOS,Pain 05/94
Pain 05/96,unknown,unknown,10.05.1996,10.05.1996,MS-DOS,Pain 05/96
Pain 05/97,unknown,unknown,12.05.1997,12.05.1997,MS-DOS,Pain 05/97
Pain 05/98,unknown,unknown,12.05.1998,12.05.1998,MS-DOS,Pain 05/98
Pain 06/94,unknown,unknown,21.06.1994,21.06.1994,MS-DOS,Pain 06/94
Pain 06/96,unknown,unknown,21.06.1996,21.06.1996,MS-DOS,Pain 06/96
Pain 06/97,unknown,unknown,08.06.1997,08.06.1997,MS-DOS,Pain 06/97
Pain 06/98,unknown,unknown,13.06.1998,13.06.1998,MS-DOS,Pain 06/98
Pain 07/94,unknown,unknown,18.07.1994,18.07.1994,MS-DOS,Pain 07/94
Pain 07/96,unknown,unknown,21.07.1996,21.07.1996,MS-DOS,Pain 07/96
Pain 07/97,unknown,unknown,15.07.1997,15.07.1997,MS-DOS,Pain 07/97
Pain 08-09/94,unknown,unknown,06.09.1994,06.09.1994,MS-DOS,Pain 08-09/94
Pain 08/97,unknown,unknown,13.08.1997,13.08.1997,MS-DOS,Pain 08/97
Pain 08/98,unknown,unknown,23.08.1998,23.08.1998,MS-DOS,Pain 08/98
Pain 09/96,unknown,unknown,24.09.1996,24.09.1996,MS-DOS,Pain 09/96
Pain 09/97,unknown,unknown,10.09.1997,10.09.1997,MS-DOS,Pain 09/97
Pain 10/97,unknown,unknown,19.10.1997,19.10.1997,MS-DOS,Pain 10/97
Pain 10/99,unknown,unknown,19.10.1997,19.10.1997,"MS-DOS, WINDOWS",Pain 10/99
Pain 11/96,unknown,unknown,20.11.1996,20.11.1996,MS-DOS,Pain 11/96
PAiN 12/00,unknown,unknown,26.12.2000,26.12.2000,WINDOWS,PAiN 12/00
Pain 12/97,unknown,unknown,08.12.1997,08.12.1997,MS-DOS,Pain 12/97
Pain 12/98,unknown,unknown,10.12.1998,10.12.1998,MS-DOS,Pain 12/98
PAiN 46 (02/01),unknown,unknown,07.03.2001,07.03.2001,WINDOWS,PAiN 46 (02/01)
PAiN 47 (04/01),unknown,unknown,30.04.2001,30.04.2001,WINDOWS,PAiN 47 (04/01)
PAiN 48 (08/01),unknown,unknown,30.04.2001,30.04.2001,WINDOWS,PAiN 48 (08/01)
PAiN 49 (10/01),unknown,unknown,25.10.2001,25.10.2001,WINDOWS,PAiN 49 (10/01)
PAiN 50 (02/02),unknown,unknown,25.10.2001,25.10.2001,WINDOWS,PAiN 50 (02/02)
PAiN 51 (07/02),unknown,unknown,20.07.2002,20.07.2002,WINDOWS,PAiN 51 (07/02)
PAiN 52 (11/02),unknown,unknown,19.10.2002,19.10.2002,WINDOWS,PAiN 52 (11/02)
PAiN 53 (02/03),unknown,unknown,24.02.2003,24.02.2003,WINDOWS,PAiN 53 (02/03)
PAiN 54 (10/03),unknown,unknown,24.02.2003,24.02.2003,WINDOWS,PAiN 54 (10/03)
PAiN 55 (03/04),unknown,unknown,24.02.2003,24.02.2003,WINDOWS,PAiN 55 (03/04)
PAiN 56 (12/04),unknown,unknown,24.02.2003,24.02.2003,WINDOWS,PAiN 56 (12/04)
PAiN 57 (10/05),unknown,unknown,14.10.2005,14.10.2005,WINDOWS,PAiN 57 (10/05)
PAiN 58 (12/06),unknown,unknown,14.10.2005,14.10.2005,WINDOWS,PAiN 58 (12/06)
PAiN 59 (12/07) Final,unknown,unknown,14.10.2005,14.10.2005,WINDOWS,PAiN 59 (12/07) Final
Pain2 01/95,unknown,unknown,14.10.2005,14.10.2005,MS-DOS,Pain2 01/95
Pain2 02/95,unknown,unknown,14.10.2005,14.10.2005,MS-DOS,Pain2 02/95
Pain2 03/95,unknown,unknown,01.04.1995,01.04.1995,MS-DOS,Pain2 03/95
Pain2 04/95,unknown,unknown,01.04.1995,01.04.1995,MS-DOS,Pain2 04/95
Pain2 07/95,unknown,unknown,01.04.1995,01.04.1995,MS-DOS,Pain2 07/95
Pain2 11/95,unknown,unknown,01.04.1995,01.04.1995,MS-DOS,Pain2 11/95
Pain2 Special,unknown,unknown,01.04.1995,01.04.1995,MS-DOS,Pain2 Special
Pandemonium Review,unknown,unknown,11.05.1997,11.05.1997,MS-DOS,Pandemonium Review
Paper White,unknown,unknown,01.01.1992,01.01.1993,AMIGA OCS/ECS,"Paper White 1, Paper White 2, Paper White 3"
Paradigm: The Guide To Ansi Issue,unknown,unknown,01.01.1993,01.07.1993,MS-DOS,"Paradigm: The Guide To Ansi Issue #1, Paradigm: The Guide To Ansi Issue #2"
Paradise,unknown,unknown,24.03.1997,24.03.1997,AMIGA AGA,Paradise 2
Paranoia,unknown,unknown,24.03.1997,24.03.1997,MS-DOS,Paranoia #1
Paranoia Newsletter,unknown,unknown,24.03.1997,24.03.1997,MS-DOS,Paranoia Newsletter #1
Parrot,unknown,unknown,07.07.1994,09.11.1994,MS-DOS,"Parrot 1, Parrot 2, Parrot 3"
The Party 1995 Diskmag,unknown,unknown,08.12.1995,08.12.1995,MS-DOS,The Party 1995 Diskmag
Partybox,unknown,unknown,11.04.1993,11.04.1993,AMIGA OCS/ECS,Partybox
PC Charts 01 (11/93),unknown,unknown,01.12.1993,01.12.1993,MS-DOS,PC Charts 01 (11/93)
Peanuts 3 Menu,unknown,unknown,19.07.1992,19.07.1992,AMIGA OCS/ECS,Peanuts 3 Menu
Penguindom Issue,unknown,unknown,19.07.1992,19.07.1992,MS-DOS,Penguindom Issue #2
PentagramZine,unknown,unknown,01.01.1995,01.01.1997,ATARI 8 BIT,"PentagramZine 1, PentagramZine 2, PentagramZine 3, PentagramZine 4"
Phantasy Files,unknown,unknown,23.08.1998,23.08.1998,ZX SPECTRUM,Phantasy Files 1
Phoenix,unknown,unknown,15.06.1998,10.10.1998,"AMIGA OCS/ECS, AMIGA AGA","Phoenix 1, Phoenix 2"
Phreaking Only,unknown,unknown,01.08.1994,23.06.1996,AMIGA OCS/ECS,"Phreaking Only 3, Phreaking Only 5, Phreaking Only 7"
Phreaks And Phreaking,unknown,unknown,23.06.1996,23.06.1996,AMIGA OCS/ECS,Phreaks And Phreaking
Pin Up,unknown,unknown,15.11.1989,15.11.1989,COMMODORE 64,"Pin Up 1, Pin Up 2, Pin Up 3, Pin Up 4, Pin Up 5"
Pinball Mania Review,unknown,unknown,21.05.1995,21.05.1995,MS-DOS,Pinball Mania Review
The Pirate World,unknown,unknown,11.06.1990,20.09.1990,MS-DOS,"The Pirate World 1, The Pirate World 2, The Pirate World 3, The Pirate World 4"
Pirates Analyze Warez Issue,unknown,unknown,01.11.1992,06.03.1994,MS-DOS,"Pirates Analyze Warez Issue #1, Pirates Analyze Warez Issue #1/93, Pirates Analyze Warez Issue #2, Pirates Analyze Warez Issue #2/93, Pirates Analyze Warez Issue #2/94, Pirates Analyze Warez Issue #3, Pirates Analyze Warez Issue #3/93, Pirates Analyze Warez Issue #4/93, Pirates Analyze Warez Issue #5/93, Pirates Analyze Warez Issue #6/93, Pirates Analyze Warez Issue #7/93, Pirates Analyze Warez Issue #8/93, Pirates Analyze Warez Issue #10/93, Pirates Analyze Warez Issue #11/93"
Planet,unknown,unknown,23.12.2000,23.12.2000,WINDOWS,"Planet 2, Planet 3"
Planet E,unknown,unknown,01.01.1994,24.03.1994,AMIGA OCS/ECS,"Planet E 1, Planet E 2, Planet E 3"
Planet Italy,unknown,unknown,15.12.1997,09.02.1999,AMIGA AGA,"Planet Italy 1, Planet Italy 2, Planet Italy 3, Planet Italy 4, Planet Italy 5, Planet Italy 6"
Planet World Chartsmag,unknown,unknown,09.02.1999,09.02.1999,WINDOWS,Planet World Chartsmag 4
Plasma Issue,unknown,unknown,09.02.1999,09.02.1999,AMIGA OCS/ECS,Plasma Issue 1
Playbyte,unknown,unknown,30.04.1992,30.04.1992,AMIGA OCS/ECS,Playbyte 0
Player Mag,unknown,unknown,30.04.1992,09.08.1998,ATARI ST/E,"Player Mag #1, Player Mag #2, Player Mag #3, Player Mag #4"
Player Of The Year Review,unknown,unknown,11.05.1996,11.05.1996,MS-DOS,Player Of The Year Review
Plazma,unknown,unknown,04.01.2006,01.02.2007,WINDOWS,"Plazma 1, Plazma 2, Plazma 3"
Poczytaj Mi Mamo,unknown,unknown,01.01.1994,01.02.2007,"AMIGA OCS/ECS, AMIGA AGA","Poczytaj Mi Mamo 1, Poczytaj Mi Mamo 2, Poczytaj Mi Mamo 3, Poczytaj Mi Mamo 4, Poczytaj Mi Mamo 5, Poczytaj Mi Mamo 6, Poczytaj Mi Mamo 7, Poczytaj Mi Mamo 8, Poczytaj Mi Mamo 9"
POD Review,unknown,unknown,21.03.1997,21.03.1997,MS-DOS,POD Review
Poesitro,unknown,unknown,27.12.1995,27.12.1995,AMIGA AGA,Poesitro
POG,unknown,unknown,01.01.1994,20.10.1994,ATARI ST/E,"POG 1, POG 2, POG 3, POG 4, POG 5, POG 6, POG 7, POG 8, POG 9, POG 10"
POG X-Mas,unknown,unknown,15.12.1994,15.12.1994,ATARI ST/E,POG X-Mas
Pokey's Infodisk,unknown,unknown,15.12.1994,15.12.1994,ATARI 8 BIT,Pokey's Infodisk
Poland B,unknown,unknown,01.01.1992,01.01.1992,AMIGA OCS/ECS,Poland B 1
Poop Mini-Mag,unknown,unknown,01.01.1992,01.01.1992,MS-DOS,"Poop Mini-Mag #3, Poop Mini-Mag #4"
Popcorn,unknown,unknown,01.01.1992,01.01.1992,COMMODORE 64,"Popcorn #1, Popcorn 3"
Popelganda,unknown,unknown,01.01.1992,01.01.1992,COMMODORE 64,Popelganda 3
Power,unknown,unknown,01.01.1992,01.03.1995,ATARI ST/E,"Power #01, Power #02, Power #03, Power #04, Power #05, Power #06, Power #07, Power #08, Power #09, Power #10, Power #11, Power #12, Power #13, Power #14, Power #15, Power #16, Power #17, Power #18, Power #19, Power #20, Power #21, Power #22, Power #23, Power #24, Power #25, Power #26, Power #27"
The Power Registers Extra Disk,unknown,unknown,01.03.1995,01.03.1995,ATARI ST/E,The Power Registers Extra Disk #3
Power Zine,unknown,unknown,27.08.1994,27.08.1994,AMIGA OCS/ECS,Power Zine 3
PowerAmiga,unknown,unknown,02.02.2000,01.11.2003,"AMIGA PPC/RTG, AMIGA AGA","PowerAmiga #1, PowerAmiga #2, PowerAmiga #3, PowerAmiga #4, PowerAmiga #5, PowerAmiga #6, PowerAmiga #7"
Pravda,unknown,unknown,23.12.1991,01.06.1992,COMMODORE 64,"Pravda 9, Pravda 10, Pravda 11"
Prawda,unknown,unknown,06.02.1992,01.01.1994,"AMIGA OCS/ECS, AMIGA AGA","Prawda 0, Prawda 1, Prawda 2"
Prawda Preview,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Prawda Preview
Premier Manager 97 Review,unknown,unknown,30.04.1997,30.04.1997,MS-DOS,Premier Manager 97 Review
Pressure,unknown,unknown,24.12.1996,05.08.1998,AMIGA AGA,"Pressure 1, Pressure 2"
Pressure Diskmag Issue,unknown,unknown,13.10.1996,13.10.1996,AMIGA AGA,Pressure Diskmag Issue #0 Intro
Pressure Promotion Issue,unknown,unknown,11.05.1996,11.05.1996,AMIGA OCS/ECS,Pressure Promotion Issue
Privateer Review/Docs/Sampler Kit,unknown,unknown,23.09.1993,23.09.1993,MS-DOS,Privateer Review/Docs/Sampler Kit
Probe,unknown,unknown,23.09.1993,23.09.1993,AMIGA AGA,Probe 1
The Product,unknown,unknown,23.09.1993,23.09.1993,MS-DOS,"The Product 1, The Product 2"
Professional Underground League Of Pain Review,unknown,unknown,07.05.1997,07.05.1997,MS-DOS,Professional Underground League Of Pain Review
Progeny,unknown,unknown,07.04.1994,07.04.1994,MS-DOS,Progeny #3
Project Nomad Review,unknown,unknown,29.11.1993,29.11.1993,MS-DOS,Project Nomad Review
Project Paradise Review,unknown,unknown,28.03.1997,28.03.1997,MS-DOS,Project Paradise Review
Propaganda,unknown,unknown,01.01.1991,28.01.2023,"COMMODORE 64, AMIGA OCS/ECS","Propaganda 1, Propaganda 2, Propaganda 3, Propaganda 4, Propaganda 5, Propaganda 6, Propaganda 7, Propaganda 8, Propaganda 9, Propaganda 10, Propaganda 11, Propaganda 12, Propaganda 13, Propaganda 14, Propaganda 15, Propaganda 16, Propaganda 17, Propaganda 18, Propaganda 19, Propaganda 20, Propaganda 21, Propaganda 22, Propaganda 23, Propaganda 24, Propaganda 25, Propaganda 26, Propaganda 27, Propaganda #28, Propaganda #29, Propaganda #30, Propaganda #31, Propaganda #32, Propaganda #33"
Propaganda List,unknown,unknown,30.06.2018,05.04.2019,COMMODORE 64,"Propaganda List #1 2019, Propaganda List #1 2019 Errata, Propaganda List #2 2018, Propaganda List #3 2018"
Prosit,unknown,unknown,22.10.2018,22.10.2018,AMIGA OCS/ECS,Prosit #1
Provocator,unknown,unknown,01.01.1996,22.10.2018,"AMIGA OCS/ECS, AMIGA AGA","Provocator 0, Provocator 1, Provocator 2, Provocator 3, Provocator 4"
Prowler HTML Mag,unknown,unknown,01.03.1996,01.03.1996,BROWSER,Prowler HTML Mag
Pry Messagebox,unknown,unknown,01.03.1996,01.03.1996,AMIGA OCS/ECS,Pry Messagebox
Przypadkownik,unknown,unknown,01.01.1992,01.01.1993,AMIGA OCS/ECS,"Przypadkownik 1, Przypadkownik 2, Przypadkownik 3"
Psionics Review,unknown,unknown,30.09.1993,30.09.1993,MS-DOS,Psionics Review
Psyced,unknown,unknown,01.02.1993,28.03.1993,AMIGA OCS/ECS,"Psyced 1, Psyced 2, Psyced 3"
Psycho,unknown,unknown,01.01.1995,01.01.1995,AMIGA OCS/ECS,Psycho 2
Psycho – Babble – Project!,unknown,unknown,01.01.1995,01.01.1995,ATARI ST/E,Psycho – Babble – Project!
Psychosis Magazine,unknown,unknown,01.12.1992,01.01.1994,MS-DOS,"Psychosis Magazine #1, Psychosis Magazine #2, Psychosis Magazine #3, Psychosis Magazine #4, Psychosis Magazine #5, Psychosis Magazine #6, Psychosis Magazine #7, Psychosis Magazine #8, Psychosis Magazine #9"
Public Incantation,unknown,unknown,24.05.1994,16.10.1994,MS-DOS,"Public Incantation #1, Public Incantation #2"
Publication,unknown,unknown,16.10.1994,01.01.2006,COMMODORE 64,"Publication #1, Publication #2, Publication #3, Publication #4, Publication #5, Publication #6, Publication #7, Publication #8, Publication #9, Publication #10, Publication #11, Publication #12, Publication #13, Publication #14, Publication #15, Publication #16, Publication #17, Publication #18, Publication #19, Publication #20, Publication #21, Publication #22, Publication #23, Publication #24, Publication #25, Publication #26, Publication #27, Publication #28, Publication #29, Publication #30, Publication #31, Publication #32, Publication #33, Publication #34, Publication #35, Publication #36, Publication #37, Publication #38, Publication #39, Publication #40, Publication #41, Publication #42, Publication #43, Publication #44, Publication #45, Publication #46, Publication #47, Publication #48, Publication #49, Publication #50, Publication #51, Publication #52, Publication #53, Publication #54, Publication #55, Publication #56, Publication #57"
Pullover,unknown,unknown,01.01.2006,01.01.2006,MS-DOS,"Pullover #1, Pullover #2, Pullover #3"
Pulp,unknown,unknown,01.01.1998,01.01.2000,COMMODORE 64,"Pulp #1, Pulp #2, Pulp #3"
The Pulse,unknown,unknown,02.08.1993,01.01.2000,COMMODORE 64,"The Pulse 1, The Pulse 2, The Pulse 3, The Pulse 4, The Pulse 5, The Pulse 6, The Pulse 7, The Pulse 8, The Pulse 9, The Pulse 10, The Pulse 11, The Pulse 12, The Pulse 13, The Pulse 14, The Pulse 15, The Pulse 16, The Pulse 17, The Pulse 18, The Pulse 19, The Pulse 20, The Pulse 21, The Pulse 22, The Pulse 23"
Pulse Issue,unknown,unknown,05.04.1993,06.05.1993,MS-DOS,"Pulse Issue #1, Pulse Issue #2, Pulse Issue #3, Pulse Issue #4"
Pure Bollocks Magazine,unknown,unknown,16.01.1993,18.09.1993,"ATARI FALCON, ATARI ST/E","Pure Bollocks Magazine #21, Pure Bollocks Magazine #22, Pure Bollocks Magazine #23"
Pure Data,unknown,unknown,08.03.1994,08.03.1994,AMIGA OCS/ECS,Pure Data 1
Putt-Putt Goes To The Moon Review,unknown,unknown,28.11.1993,28.11.1993,MS-DOS,Putt-Putt Goes To The Moon Review
Puzzle Bobble Review,unknown,unknown,01.07.1997,01.07.1997,MS-DOS,Puzzle Bobble Review
Quadrant Information Disk,unknown,unknown,01.07.1991,01.07.1991,ATARI ST/E,Quadrant Information Disk 1.1
Quake Mission Pack 2: Dissolution Of Eternity Review,unknown,unknown,26.03.1997,26.03.1997,MS-DOS,Quake Mission Pack 2: Dissolution Of Eternity Review
Quarter Pole Review,unknown,unknown,17.10.1993,17.10.1993,MS-DOS,Quarter Pole Review
Quartz Conference Informer Magazine,unknown,unknown,14.05.1992,14.05.1992,AMIGA OCS/ECS,Quartz Conference Informer Magazine
QuaST Mag,unknown,unknown,01.01.1992,28.12.1995,ATARI ST/E,"QuaST Mag #1, QuaST Mag #2, QuaST Mag #3, QuaST Mag #4, QuaST Mag #5, QuaST Mag #6, QuaST Mag #7, QuaST Mag #8, QuaST Mag #9"
R.A.W,unknown,unknown,25.11.1991,01.11.1995,"AMIGA OCS/ECS, AMIGA AGA","R.A.W 1, R.A.W 2, R.A.W 3, R.A.W 4, R.A.W 5, R.A.W 6, R.A.W 7, R.A.W 8, R.A.W 9"
Rad Fighter Review,unknown,unknown,23.08.1994,23.08.1994,MS-DOS,Rad Fighter Review
Radix,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Radix 1
Rage!,unknown,unknown,15.06.1996,15.06.1996,AMIGA AGA,Rage! 1
Rage,unknown,unknown,15.06.1996,09.10.1997,AMIGA AGA,"Rage 2, Rage 3, Rage 4, Rage 5, Rage 6, Rage 7"
Raiden 2 Review,unknown,unknown,08.06.1997,08.06.1997,MS-DOS,Raiden 2 Review
Raistlin's Message Box,unknown,unknown,27.10.1990,08.06.1997,AMIGA OCS/ECS,"Raistlin's Message Box #1, Raistlin's Message Box #3, Raistlin's Message Box #4, Raistlin's Message Box 5, Raistlin's Message Box 6"
Raistlin's Message-Box,unknown,unknown,27.10.1990,27.10.1990,AMIGA OCS/ECS,Raistlin's Message-Box 7
Raistlins Message Box,unknown,unknown,27.07.1990,27.07.1990,AMIGA OCS/ECS,Raistlins Message Box 2
RAM Newszine,unknown,unknown,25.01.1994,25.01.1994,MS-DOS,RAM Newszine #1
Rapid News,unknown,unknown,11.05.2017,11.05.2017,COMMODORE 64,Rapid News 2
Rapidnews,unknown,unknown,20.07.2019,20.07.2019,COMMODORE 64,Rapidnews #6
RapidNews,unknown,unknown,07.09.2019,18.11.2022,COMMODORE 64,"RapidNews #7, RapidNews #8, RapidNews #9, RapidNews #10, RapidNews #11, RapidNews #12, RapidNews #13, RapidNews #14, RapidNews #15, RapidNews #16, RapidNews #17, RapidNews #18, RapidNews #23, RapidNews #24"
The Rashtuls Blade 1: The Seven Blades of Thorvalia,unknown,unknown,01.04.1995,01.04.1995,AMIGA OCS/ECS,The Rashtuls Blade 1: The Seven Blades of Thorvalia
Rave,unknown,unknown,05.12.1995,05.12.1995,PAPER,Rave 1
Ravenloft Solve And Maps,unknown,unknown,27.03.1994,27.03.1994,MS-DOS,Ravenloft Solve And Maps
Rayman Designer Review,unknown,unknown,07.09.1997,07.09.1997,MS-DOS,Rayman Designer Review
Read and Spread,unknown,unknown,07.09.1997,07.09.1997,AMIGA OCS/ECS,"Read and Spread 1, Read and Spread 2"
Read and Spread II,unknown,unknown,07.09.1997,07.09.1997,AMIGA OCS/ECS,Read and Spread II
Read and Write Preview,unknown,unknown,01.01.1993,01.01.1993,AMIGA OCS/ECS,"Read and Write Preview, Read and Write Preview 2"
Reader's Dream,unknown,unknown,22.10.1992,22.10.1992,AMIGA OCS/ECS,Reader's Dream 1
ReadMe,unknown,unknown,01.01.1997,01.01.1997,ZX SPECTRUM,"ReadMe 1, ReadMe 2"
ReadMe 1 demo,unknown,unknown,07.01.1997,07.01.1997,ZX SPECTRUM,ReadMe 1 demo
REALITY CHECK NETWORK,unknown,unknown,18.11.1995,13.07.1997,MS-DOS,"REALITY CHECK NETWORK #01, REALITY CHECK NETWORK #02, REALITY CHECK NETWORK #03, REALITY CHECK NETWORK #04, REALITY CHECK NETWORK #05, REALITY CHECK NETWORK #06, REALITY CHECK NETWORK #07, REALITY CHECK NETWORK #08, REALITY CHECK NETWORK #09, REALITY CHECK NETWORK #10, REALITY CHECK NETWORK #11, REALITY CHECK NETWORK #12, REALITY CHECK NETWORK #13, REALITY CHECK NETWORK #14, REALITY CHECK NETWORK #15, REALITY CHECK NETWORK #16, REALITY CHECK NETWORK #17, REALITY CHECK NETWORK #18, REALITY CHECK NETWORK #19, REALITY CHECK NETWORK #20, REALITY CHECK NETWORK #21, REALITY CHECK NETWORK #22, REALITY CHECK NETWORK #23, REALITY CHECK NETWORK #24, REALITY CHECK NETWORK #25, REALITY CHECK NETWORK #26, REALITY CHECK NETWORK #27, REALITY CHECK NETWORK #28, REALITY CHECK NETWORK #29, REALITY CHECK NETWORK #30, REALITY CHECK NETWORK #31, REALITY CHECK NETWORK #32, REALITY CHECK NETWORK #33, REALITY CHECK NETWORK #34, REALITY CHECK NETWORK #35, REALITY CHECK NETWORK #36, REALITY CHECK NETWORK #37, REALITY CHECK NETWORK #38"
Reality Failure,unknown,unknown,01.04.1996,01.04.1996,MS-DOS,Reality Failure #2
Rebel Runner Review,unknown,unknown,03.04.1996,03.04.1996,MS-DOS,Rebel Runner Review
Rebels Of Telecommunications,unknown,unknown,05.04.1994,05.04.1994,MS-DOS,Rebels Of Telecommunications #8
Recollection,unknown,unknown,16.03.2006,28.10.2006,COMMODORE 64,"Recollection #1, Recollection #2, Recollection #3"
Red Alert: Counterstrike Review,unknown,unknown,03.04.1997,03.04.1997,MS-DOS,Red Alert: Counterstrike Review
Red Hell Review,unknown,unknown,20.05.1994,20.05.1994,MS-DOS,Red Hell Review
redpack,unknown,unknown,20.05.1994,20.05.1994,AMIGA AGA,redpack #6
Reformation,unknown,unknown,06.04.1993,01.08.1994,COMMODORE 64,"Reformation 1, Reformation 2, Reformation 3, Reformation 4, Reformation 5, Reformation 7, Reformation 8, Reformation 9, Reformation 10"
Reformation Recycletion,unknown,unknown,07.11.1994,07.11.1994,COMMODORE 64,Reformation Recycletion
Relativity,unknown,unknown,22.03.1997,15.03.1998,MS-DOS,"Relativity #1, Relativity #2, Relativity #3, Relativity #4, Relativity #5, Relativity #6, Relativity #7"
Relax,unknown,unknown,15.03.1998,15.03.1998,COMMODORE 64,"Relax 1, Relax 2, Relax 3, Relax 4, Relax 5, Relax 6, Relax 7, Relax 8, Relax 9, Relax 10, Relax 11, Relax 12, Relax 13, Relax 14, Relax 15, Relax 16, Relax 17, Relax 18, Relax 19, Relax 20, Relax 21, Relax 22"
Relax 23 Winter,unknown,unknown,01.02.1998,01.02.1998,COMMODORE 64,Relax 23 Winter 1998
Relax 24 Spring,unknown,unknown,13.05.1998,13.05.1998,COMMODORE 64,Relax 24 Spring 1998
Relax November Issue,unknown,unknown,13.05.1998,13.05.1998,COMMODORE 64,Relax November Issue
Reloaded Review,unknown,unknown,03.04.1997,03.04.1997,MS-DOS,Reloaded Review
Remark,unknown,unknown,01.01.1991,03.04.1997,COMMODORE 64,"Remark 1, Remark 2, Remark 3, Remark 4, Remark 5, Remark 6, Remark 7, Remark 8, Remark 9, Remark 10, Remark 11, Remark 12, Remark 13, Remark 14, Remark 15, Remark 16, Remark 17, Remark 18"
Remedy 7 Mag,unknown,unknown,20.07.1996,20.07.1996,AMIGA OCS/ECS,Remedy 7 Mag
Reset,unknown,unknown,20.07.1996,20.07.1996,MS-DOS,Reset 0
Resident,unknown,unknown,05.06.1992,09.10.1993,AMIGA OCS/ECS,"Resident 1, Resident 2, Resident 4"
Restless,unknown,unknown,19.06.1997,22.04.1998,MS-DOS,"Restless #1, Restless 2"
Retro,unknown,unknown,01.01.1996,15.01.1998,"AMIGA OCS/ECS, AMIGA AGA, MS-DOS","Retro 01, Retro 1, Retro #2, Retro 2, Retro 3"
